Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Country	Source file	Title	Type of text	Source URL	Word count	URL	Matchbegin corpus position	Matchend corpus position
887	3868953	. So now you ca n't drive a nail , your central sulcus is sheared and infected , and you	<<< 're stood >>>	in front of a client hoping to ride in their three day event- scratching your head and mumbling something about	._. So_rr now_rt you_ppy ca_vm n't_xx drive_vvi a_at1 nail_nn1 ,_, your_appge central_jj sulcus_nn1 is_vbz sheared_vvn@_jj@ and_cc infected_vvn ,_, and_cc you_ppy	<<< 're_vbr stood_vvn@ >>>	in_ii31 front_ii32 of_ii33 a_at1 client_nn1 hoping_vvg to_to ride_vvi in_ii_rp@ their_appge three_mc day_nnt1 event-_nn1 scratching_vvg your_appge head_nn1 and_cc mumbling_vvg something_pn1 about_ii	New Zealand	wlp_nz_b01.txt	Shoeing across the world | Farrier Blog	Blog	http://farriery.com/2012/06/19/shoeing-across-the-world/	3348	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=886	1374797038	1374797039
888	3870714	now . We should n't forget that Bruce Ruddick had an ' unhappy ' time with the police . He	<<< was stood >>>	over and bullied by some accounts and from what I 've read there remains dissatisfaction within his family as to	now_rt ._. We_ppis2 should_vm n't_xx forget_vvi that_cst Bruce_np1 Ruddick_np1 had_vhd an_at1 '_ge unhappy_jj '_ge time_nnt1 with_iw the_at police_nn2 ._. He_pphs1	<<< was_vbdz stood_vvn@ >>>	over_rp and_cc bullied_vvn by_ii some_dd accounts_nn2 and_cc from_ii what_ddq I_ppis1 've_vh0 read_vvn there_rl_ex remains_vvz dissatisfaction_nn1 within_ii his_appge family_nn1 as_ii21 to_ii22	New Zealand	wlp_nz_b01.txt	NOSTALGIA-NZ: Crewe case; Bryan Bruce, myopic reasoning?	Blog	http://nostalgia-nz.blogspot.com/2012/09/crewe-case-bryan-bruce-myopic-reasoning.html	1470	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=887	1375873908	1375873909
889	3871538	she 's spent most of the day being Quelled , which is to say on a pillow at my feet	<<< being STOOD >>>	ON . She 's really outgrowing my lap big time and furthermore I have come to dislike typing one-handed .	she_pphs1 's_vbz_vhz@ spent_vvn most_dat of_io the_at day_nnt1 being_vbg_nn1% Quelled_vvn_vvd ,_, which_ddq is_vbz to_to say_vvi on_ii_rp@ a_at1 pillow_nn1 at_ii my_appge feet_nn2	<<< being_vbg STOOD_vvn@ >>>	ON_rp@_ii ._. She_pphs1 's_vbz_vhz@ really_rr outgrowing_vvg my_appge lap_nn1 big_jj time_nnt1 and_cc furthermore_rr I_ppis1 have_vh0 come_vvn to_to dislike_vvi typing_vvg_nn1 one-handed_rr_jj ._.	New Zealand	wlp_nz_b01.txt	Poisonous Toad Day : Robin McKinley	Blog	http://robinmckinleysblog.com/2012/11/25/poisonous-toad-day/	1305	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=888	1376596378	1376596379
890	3871784	but the table was kind of full and they were under the table so they were n't in danger of	<<< being stood >>>	upon by some clumsy galoot . Being an extraordinary multi-tasking mum sometimes means things do n't happen quite the way	but_ccb the_at table_nn1 was_vbdz kind_rr21%_nn1 of_rr22_io full_jj and_cc they_pphs2 were_vbdr under_ii the_at table_nn1 so_cs@_rr they_pphs2 were_vbdr n't_xx in_ii danger_nn1 of_io	<<< being_vbg stood_vvn@ >>>	upon_ii by_ii some_dd clumsy_jj galoot_nn1 ._. Being_vbg an_at1 extraordinary_jj multi-tasking_jj mum_nn1 sometimes_rt means_vvz things_nn2 do_vd0 n't_xx happen_vvi quite_rg_rr@ the_at way_nn1	New Zealand	wlp_nz_b01.txt	Almost a catastrophe... | Seven Green Apples	Blog	http://sevengreenapples.com/gisborne-life/almost-a-catastrophe/	588	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=889	1376777141	1376777142
891	3871819	NRL season has been blighted by refereeing errors , the tone set in the opening weekend after which three officials	<<< were stood >>>	down as a result of gaffes . &lt;p&gt;  The most famous error was the awarding of Greg Inglis 's match-sealing	NRL_np1 season_nnt1 has_vhz been_vbn blighted_vvn by_ii refereeing_nn1_vvg@ errors_nn2 ,_, the_at tone_nn1 set_vvn_vvd_nn1 in_ii the_at opening_nn1_jj@ weekend_nnt1 after_ii which_ddq three_mc officials_nn2	<<< were_vbdr stood_vvn@ >>>	down_rp as_ii a_at1 result_nn1 of_io gaffes_nn2 ._. &lt;p&gt; _null The_at most_rgt famous_jj error_nn1 was_vbdz the_at awarding_nn1@ of_io Greg_np1 Inglis_np1 's_ge match-sealing_jj_nn1	New Zealand	wlp_nz_b01.txt	NRL notes - Referee Issues 24/9/12 | sidelinesights	Blog	http://sidelinesights.com/2012/09/24/nrl-notes-referee-issues-24912/	530	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=890	1376795625	1376795626
892	3871819	opening State of Origin clash in Melbourne , a result which saw Sean Hampstead given the week off . Hampstead	<<< was stood >>>	down for a second time when he incorrectly awarded a try in Canterbury 's round-24 win over Wests Tigers --	opening_nn1_jj@ State_nn1 of_io Origin_nn1 clash_nn1_vv0 in_ii Melbourne_np1 ,_, a_at1 result_nn1 which_ddq saw_vvd Sean_np1 Hampstead_np1 given_vvn the_at week_nnt1 off_rp ._. Hampstead_np1	<<< was_vbdz stood_vvn@ >>>	down_rp for_if a_at1 second_md time_nnt1 when_rrq he_pphs1 incorrectly_rr awarded_vvn a_at1 try_nn1@ in_ii Canterbury_np1 's_ge round-24_mc win_vv0 over_ii Wests_np2 Tigers_nn2 --_zz	New Zealand	wlp_nz_b01.txt	NRL notes - Referee Issues 24/9/12 | sidelinesights	Blog	http://sidelinesights.com/2012/09/24/nrl-notes-referee-issues-24912/	530	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=891	1376795670	1376795671
893	3872159	Mr Cowell was advised he had been selected for a random drugs test . He declined to do so and	<<< was stood >>>	down . Mr Cowell is employed as a geothermal production technician . &lt;p&gt;  MRP took the view that the refusal	Mr_nnb Cowell_np1 was_vbdz advised_vvn he_pphs1 had_vhd been_vbn selected_vvn for_if a_at1 random_jj drugs_nn2 test_vv0_nn1 ._. He_pphs1 declined_vvd to_to do_vdi so_rr and_cc	<<< was_vbdz stood_vvn@ >>>	down_rp ._. Mr_nnb Cowell_np1 is_vbz employed_vvn as_ii a_at1 geothermal_jj production_nn1 technician_nn1 ._. &lt;p&gt; _null MRP_np1 took_vvd the_at view_nn1 that_cst the_at refusal_nn1	New Zealand	wlp_nz_b01.txt	Safety Sensitive Work clarified	Blog	http://teesdaleloof.com/safety-sensitive-work-clarified/	1959	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=892	1377017225	1377017226
894	3873768	mental rash . I was brought up in the era of Bri-Nylon and Crimplene and have very vivid memories of	<<< being stood >>>	in the bath by my mother while she applied camomile lotion to @ @ @ @ @ @ @ @	mental_jj rash_nn1 ._. I_ppis1 was_vbdz brought_vvn up_rp in_ii the_at era_nn1 of_io Bri-Nylon_np1 and_cc Crimplene_np1 and_cc have_vh0 very_rg vivid_jj memories_nn2 of_io	<<< being_vbg stood_vvn@ >>>	in_ii the_at bath_nn1 by_ii my_appge mother_nn1 while_cs she_pphs1 applied_vvd camomile_nn1 lotion_nn1 to_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii	New Zealand	wlp_nz_b01.txt	The capsule wardrobe for cycle touring in Europe | Cyclopolitan	Blog	http://www.cyclopolitan.com/the-trip/the-capsule-wardrobe-for-cycle-touring-in-europe/	833	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=893	1378165452	1378165453
895	3875021	shying away from proper food labeling people can clearly understand . This is in remembering the tax on takeaway food	<<< was stood >>>	down @ @ @ @ @ @ @ @ @ @ can bet your house they are far more powerless	shying_vvg away_ii21_rl from_ii22_ii proper_jj food_nn1 labeling_vvg people_nn can_vm clearly_rr understand_vvi ._. This_dd1 is_vbz in_ii remembering_vvg the_at tax_nn1 on_ii takeaway_nn1 food_nn1	<<< was_vbdz stood_vvn@ >>>	down_rp @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii can_vm bet_vvi your_appge house_nn1 they_pphs2 are_vbr far_rg more_rgr powerless_jj	New Zealand	wlp_nz_b01.txt	Key on TPP | Kiwiblog	Blog	http://www.kiwiblog.co.nz/2012/11/key_on_tpp.html	2432	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=894	1379147544	1379147545
896	3875826	five of 5000TEU-7499TEU , and eight between 7500TEU-9999TEU . &lt;p&gt;  Largest is the 11,400TEU CMA CGM Libra , which has	<<< been stood >>>	down from the French Lines FAL service following the &lt;h&gt;  Budget may not be all doom and gloom &lt;p&gt;  Finance	five_mc of_io 5000TEU-7499TEU_np1_nn1_jj ,_, and_cc eight_mc between_ii 7500TEU-9999TEU_np1_nn1_jj ._. &lt;p&gt; _null Largest_jjt is_vbz the_at 11,400TEU_fo CMA_np1 CGM_np1 Libra_np1 ,_, which_ddq has_vhz	<<< been_vbn stood_vvn@ >>>	down_rp from_ii the_at French_jj_nn1 Lines_nn2 FAL_jj service_nn1 following_vvg_ii@ the_at &lt;h&gt; _null Budget_nn1 may_vm not_xx be_vbi all_db_rr@ doom_nn1 and_cc gloom_nn1 &lt;p&gt; _null Finance_nn1	New Zealand	wlp_nz_b01.txt	Gross tonnage record at port for November | Otago Daily Times	Blog	http://www.odt.co.nz/news/business/237477/gross-tonnage-record-port-november	605	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=895	1379679167	1379679168
897	3877366	prime minister , who ordered it . &lt;p&gt;  Green Party co-leader Russel Norman said those responsible at the GCSB should	<<< be stood >>>	down . &lt;p&gt;   We need to find out who did it and they should be stood down and held	prime_jj minister_nn1 ,_, who_pnqs ordered_vvd it_pph1 ._. &lt;p&gt; _null Green_jj_nn1 Party_nn1 co-leader_nn1 Russel_np1 Norman_np1 said_vvd those_dd2 responsible_jj at_ii the_at GCSB_np1 should_vm	<<< be_vbi stood_vvn@ >>>	down_rp ._. &lt;p&gt; _null  We_ppis2 need_vv0 to_to find_vvi out_rp who_pnqs did_vdd it_pph1 and_cc they_pphs2 should_vm be_vbi stood_vvn@ down_rp and_cc held_vvn	New Zealand	wlp_nz_b01.txt	Cops knew Kim Dotcom's status before raid | Stuff.co.nz	Blog	http://www.stuff.co.nz/southland-times/news/7738204/PM-releases-Dotcom-spying-report	819	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=896	1380657192	1380657193
898	3877366	the GCSB should be stood down . &lt;p&gt;   We need to find out who did it and they should	<<< be stood >>>	down and held accountable for what they did ,  he said . &lt;p&gt;  But the ultimate responsibility rested with	the_at GCSB_np1 should_vm be_vbi stood_vvn@ down_rp ._. &lt;p&gt; _null  We_ppis2 need_vv0 to_to find_vvi out_rp who_pnqs did_vdd it_pph1 and_cc they_pphs2 should_vm	<<< be_vbi stood_vvn@ >>>	down_rp and_cc held_vvn accountable_jj for_if what_ddq they_pphs2 did_vdd ,_,  he_pphs1 said_vvd ._. &lt;p&gt; _null But_ccb the_at ultimate_jj responsibility_nn1 rested_vvn_vvd with_iw	New Zealand	wlp_nz_b01.txt	Cops knew Kim Dotcom's status before raid | Stuff.co.nz	Blog	http://www.stuff.co.nz/southland-times/news/7738204/PM-releases-Dotcom-spying-report	819	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=897	1380657209	1380657210
899	3877564	John of God 's care in NSW and remains a brother of the order . &lt;p&gt;  But he said Moloney	<<< was stood >>>	down from the ' ' active ministry ' ' in 2002 as a direct result of the investigations by Burke	John_np1 of_io God_np1 's_ge care_nn1 in_ii NSW_np1 and_cc remains_vvz a_at1 brother_nn1 of_io the_at order_nn1 ._. &lt;p&gt; _null But_ccb he_pphs1 said_vvd Moloney_np1	<<< was_vbdz stood_vvn@ >>>	down_rp from_ii the_at '_@ '_ge active_jj ministry_nn1 '_ge '_ge_@ in_ii 2002_mc as_ii a_at1 direct_jj result_nn1 of_io the_at investigations_nn2 by_ii Burke_np1	New Zealand	wlp_nz_b01.txt	Marylands School Christchurch Spreading The Rod... | Stuff.co.nz	Blog	http://www.stuff.co.nz/the-press/news/8025621/Spreading-the-rot-of-child-sexual-abuse	994	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=898	1380779466	1380779467
900	3878348	way the tribe is governed so the Maori King has the final say over tribal decisions . &lt;p&gt;  Tania Martin	<<< was stood >>>	down as head of the Waikato-Tainui parliament following a vote of the tribe 's leadership groups at the weekend .	way_nn1 the_at tribe_nn1 is_vbz governed_vvn so_rr_cs@_rg the_at Maori_jj_nn1 King_nn1 has_vhz the_at final_jj say_nn1 over_ii tribal_jj decisions_nn2 ._. &lt;p&gt; _null Tania_np1@ Martin_np1	<<< was_vbdz stood_vvn@ >>>	down_rp as_ii head_nn1 of_io the_at Waikato-Tainui_jj_nn1 parliament_nn1 following_vvg_ii@ a_at1 vote_nn1 of_io the_at tribe_nn1 's_ge leadership_nn1 groups_nn2 at_ii the_at weekend_nnt1 ._.	New Zealand	wlp_nz_b01.txt	WaikatoPolitX: Veto dreams of nightmares	Blog	http://www.waikatopolitx.com/2012/11/veto-dreams-of-nightmares.html	403	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=899	1381226155	1381226156
901	1716218	up , two pig hunters we knew appeared around the corner . &lt;p&gt;  The day was saved . Both walls	<<< were stood >>>	up and stabilised in under half an hour . &lt;p&gt;  Getting power to the house was a no-brainer . We	up_rp ,_, two_mc pig_nn1 hunters_nn2 we_ppis2 knew_vvd appeared_vvd_vvn@ around_ii_rp the_at corner_nn1 ._. &lt;p&gt; _null The_at day_nnt1 was_vbdz saved_vvn ._. Both_db2 walls_nn2	<<< were_vbdr stood_vvn@ >>>	up_rp and_cc stabilised_vvn in_rp@ under_rg half_db an_at1 hour_nnt1 ._. &lt;p&gt; _null Getting_vvg power_nn1 to_ii the_at house_nn1 was_vbdz a_at1 no-brainer_nn1_jj ._. We_ppis2	New Zealand	wlp_nz_g01.txt	Take A Walk On The Wildside | Bookabach Stories	General	http://blog.bookabach.co.nz/Stories/view/take-a-walk-on-the-wildside/	955	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=900	1382054706	1382054707
902	1729727	brought orders to stand-to . The tanks took up positions on the barbed-wire-entangled beach for a few hours , but	<<< were stood >>>	down at 10.30 p.m. when a report was received that our air force had located the enemy ships and dispersed	brought_vvd_vvn orders_nn2 to_ii stand-to_nn1 ._. The_at tanks_nn2 took_vvd up_rp positions_nn2 on_ii the_at barbed-wire-entangled_jj_nn1 beach_nn1 for_if a_at1 few_da2 hours_nnt2 ,_, but_ccb	<<< were_vbdr stood_vvn@ >>>	down_rp at_ii 10.30_mc p.m._ra when_cs_rrq a_at1 report_nn1 was_vbdz received_vvn that_cst our_appge air_nn1 force_nn1 had_vhd located_vvn the_at enemy_nn1 ships_nn2 and_cc dispersed_vvn	New Zealand	wlp_nz_g01.txt	CHAPTER 20 -- The Last Lap | NZETC	General	http://nzetc.victoria.ac.nz/tm/scholarly/tei-WH2-20Ba-c20.html	18221	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=901	1386517725	1386517726
903	1732927	Gray 's gun did virtually the same thing and then after the morning 's fire mission the whole gun position	<<< was stood >>>	down and everyone spent a couple of hours ' gonking @ @ @ @ @ @ @ @ @ @	Gray_np1 's_ge gun_nn1 did_vdd virtually_rr the_at same_da thing_nn1 and_cc then_rt after_ii_cs the_at morning_nnt1 's_ge fire_nn1 mission_nn1 the_at whole_jj gun_nn1 position_nn1	<<< was_vbdz stood_vvn@ >>>	down_rp and_cc everyone_pn1 spent_vvd_vvn a_at1 couple_nn1 of_io hours_nnt2 '_ge gonking_nn1@ @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii	New Zealand	wlp_nz_g01.txt	Officers BBQ	General	http://riv.co.nz/rnza/tales/bbq.htm	1458	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=902	1387362023	1387362024
904	1738316	handles cases following revelations on 60 @ @ @ @ @ @ @ @ @ @ John Judge , to	<<< be stood >>>	down . &lt;p&gt;  Mr Key was asked on Firstline this morning if he had confidence in Mr Judge and the	handles_vvz cases_nn2 following_vvg_ii@ revelations_nn2 on_ii 60_mc @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii John_np1 Judge_np1@_nn1_vv0 ,_, to_to	<<< be_vbi stood_vvn@ >>>	down_rp ._. &lt;p&gt; _null Mr_nnb Key_np1 was_vbdz asked_vvn@ on_ii Firstline_np1 this_dd1 morning_nnt1 if_cs he_pphs1 had_vhd confidence_nn1 in_ii Mr_nnb Judge_np1 and_cc the_at	New Zealand	wlp_nz_g01.txt	ACC bosses to be questioned after probes - Story - Politics - 3 News	General	http://www.3news.co.nz/ACC-bosses-to-be-questioned-after-probes/tabid/1607/articleID/257429/Default.aspx	813	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=903	1389250663	1389250664
905	1739130	between Ms Taylor 's dismissal and a disciplinary action made against Mr Margaritis ' daughter . &lt;p&gt;  His daughter had	<<< been stood >>>	down by Ms Taylor only weeks before losing her job . &lt;p&gt;  Ms Taylor 's lawyer also pointed to an	between_ii Ms_nnb Taylor_np1 's_ge dismissal_nn1 and_cc a_at1 disciplinary_jj action_nn1 made_vvn_vvd against_ii Mr_nnb Margaritis_np1 '_ge daughter_nn1 ._. &lt;p&gt; _null His_appge daughter_nn1 had_vhd	<<< been_vbn stood_vvn@ >>>	down_rp by_ii Ms_nnb Taylor_np1 only_jj weeks_nnt2 before_ii losing_vvg her_appge job_nn1 ._. &lt;p&gt; _null Ms_nnb Taylor_np1 's_ge lawyer_nn1 also_rr pointed_vvn_vvd to_ii an_at1	New Zealand	wlp_nz_g01.txt	Sacked Christchurch principal Prue Taylor to hear verdict today	General	http://www.3news.co.nz/Sacked-Christchurch-principal-Prue-Taylor-to-hear-verdict-today/tabid/423/articleID/277858/Default.aspx	321	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=904	1389416669	1389416670
906	1741402	@ @ @ @ @ @ the TARDIS apart . Once the base is in place the four corner posts	<<< are stood >>>	in position , the dowels in the base of each fitting into the corresponding hole in the base . The	@_ii @_ii @_ii @_ii @_ii @_ii the_at TARDIS_np1 apart_rl ._. Once_cs@_rr the_at base_nn1 is_vbz in_ii_rp@ place_nn1_vv0 the_at four_mc corner_nn1 posts_nn2	<<< are_vbr stood_vvn@ >>>	in_ii position_nn1 ,_, the_at dowels_nn2 in_ii the_at base_nn1 of_io each_dd1 fitting_nn1_jj into_ii the_at corresponding_jj hole_nn1 in_ii the_at base_nn1 ._. The_at	New Zealand	wlp_nz_g01.txt	TARDIS MAME Console	General	http://www.asciimation.co.nz/tardis/	5726	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=905	1390331537	1390331538
907	1741611	Naholo is a raw talent but he needs experience . He made 1-2 rookie mistakes in Las Vegas -- He	<<< was stood >>>	up on defense and gave away a silly penalty throwing the ball away when he was ruled in touch on	Naholo_np1_nn1@ is_vbz a_at1 raw_jj talent_nn1 but_ccb he_pphs1 needs_vvz experience_nn1 ._. He_pphs1 made_vvd 1-2_mcmc rookie_nn1 mistakes_nn2 in_ii Las_np1 Vegas_np1 --_zz He_pphs1	<<< was_vbdz stood_vvn@ >>>	up_rp on_ii defense_nn1 and_cc gave_vvn away_rl a_at1 silly_jj penalty_nn1 throwing_vvg the_at ball_nn1 away_rl when_cs he_pphs1 was_vbdz ruled_vvn in_ii touch_nn1 on_ii	New Zealand	wlp_nz_g01.txt	Archive | Hong Kong | At The Sevens	General	http://www.atthesevens.com/category/irb-sevens-series/hong-kong/	2277	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=906	1390400264	1390400265
908	1741612	Naholo is a raw talent but he needs experience . He made 1-2 rookie mistakes in Las Vegas -- He	<<< was stood >>>	up on defense and gave away a silly penalty throwing the ball away when he was ruled in touch on	Naholo_np1_nn1@ is_vbz a_at1 raw_jj talent_nn1 but_ccb he_pphs1 needs_vvz experience_nn1 ._. He_pphs1 made_vvd 1-2_mcmc rookie_nn1 mistakes_nn2 in_ii Las_np1 Vegas_np1 --_zz He_pphs1	<<< was_vbdz stood_vvn@ >>>	up_rp on_ii defense_nn1 and_cc gave_vvn away_rl a_at1 silly_jj penalty_nn1 throwing_vvg the_at ball_nn1 away_rl when_cs he_pphs1 was_vbdz ruled_vvn in_ii touch_nn1 on_ii	New Zealand	wlp_nz_g01.txt	Archive | IRB Sevens Series | At The Sevens	General	http://www.atthesevens.com/category/irb-sevens-series/page/3/	3570	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=907	1390404809	1390404810
909	1750108	use their personal influence to do whatever they can do help prevent child abuse . All 180 of the Buddies	<<< were stood >>>	together in a stunning visual symbol of how the wider Hamilton @ @ @ @ @ @ @ @ @	use_vvi their_appge personal_jj influence_nn1 to_to do_vdi whatever_ddqv they_pphs2 can_vm do_vdi help_nn1 prevent_vvi child_nn1 abuse_nn1 ._. All_db 180_mc of_io the_at Buddies_np2	<<< were_vbdr stood_vvn@ >>>	together_rl in_ii a_at1 stunning_jj visual_jj symbol_nn1 of_io how_rrq the_at wider_jjr Hamilton_np1 @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii	New Zealand	wlp_nz_g01.txt	Child abuse awareness day may go nationwide | Eduvac	General	http://www.eduvac.co.nz/news/2011/12/02/child-abuse-awareness-day-may-go-nationwide	545	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=908	1392910218	1392910219
910	1760107	with the other party 's consent . In practice , the jury panel is seldom exhausted so those who have	<<< been stood >>>	by almost invariably do not get on to the jury . &lt;p&gt;  22 . The touchstone is  interests of	with_iw the_at other_jj party_nn1 's_ge consent_nn1 ._. In_ii practice_nn1 ,_, the_at jury_nn1 panel_nn1 is_vbz seldom_rr exhausted_vvn so_rr_cs@_rg those_dd2 who_pnqs have_vh0	<<< been_vbn stood_vvn >>>	by_ii almost_rr invariably_rr do_vd0 not_xx get_vvi on_rp_ii21 to_ii_ii22 the_at jury_nn1 ._. &lt;p&gt; _null 22_mc ._. The_at touchstone_nn1 is_vbz  interests_nn2 of_io	New Zealand	wlp_nz_g01.txt	Guide To Jury Trial Practice -- Ministry of Justice, New Zealand	General	http://www.justice.govt.nz/services/information-for-legal-professionals/practice-notes-and-guides/guide-to-jury-trial-practice	8730	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=909	1395701952	1395701953
911	1760107	indicate that if potential jurors would find such a case particularly difficult to judge fairly , they should ask to	<<< be stood >>>	aside . Considerable sensitivity will be required . People will not feel comfortable about publicly mentioning some personal tragedy .	indicate_vv0 that_cst if_cs potential_jj jurors_nn2 would_vm find_vvi such_da a_at1 case_nn1 particularly_rr difficult_jj to_to judge_vvi fairly_rr ,_, they_pphs2 should_vm ask_vvi to_to	<<< be_vbi stood_vvn@ >>>	aside_rl ._. Considerable_jj sensitivity_nn1 will_vm be_vbi required_vvn ._. People_nn will_vm not_xx feel_vvi comfortable_jj about_ii publicly_rr mentioning_vvg some_dd personal_jj tragedy_nn1 ._.	New Zealand	wlp_nz_g01.txt	Guide To Jury Trial Practice -- Ministry of Justice, New Zealand	General	http://www.justice.govt.nz/services/information-for-legal-professionals/practice-notes-and-guides/guide-to-jury-trial-practice	8730	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=910	1395702523	1395702524
912	1761006	he has one EA , who is also a secretary ( except now he does n't , because she has	<<< been stood >>>	down , because it turns out she knew that her boyfriend in Christchurch was planning something illegal ) @ @	he_pphs1 has_vhz one_mc1 EA_np1 ,_, who_pnqs is_vbz also_rr a_at1 secretary_nn1 (_( except_cs_ii now_rt he_pphs1 does_vdz n't_xx ,_, because_cs she_pphs1 has_vhz	<<< been_vbn stood_vvn@ >>>	down_rp ,_, because_cs it_pph1 turns_vvz out_rp she_pphs1 knew_vvd that_cst her_appge boyfriend_nn1 in_ii Christchurch_np1 was_vbdz planning_vvg something_pn1 illegal_jj )_) @_ii @_ii	New Zealand	wlp_nz_g01.txt	It was the Greens | Kiwiblog	General	http://www.kiwiblog.co.nz/2011/11/it_was_the_greens.html	8093	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=911	1396042188	1396042189
913	1764017	cleaning his shoes or something I should think . So the short end of the tale is that he 's	<<< been stood >>>	down -- Liam that is . David is most put out by it all . It seems that Liam has	cleaning_vvg his_appge shoes_nn2 or_cc something_pn1 I_ppis1 should_vm think_vvi ._. So_rr the_at short_jj end_nn1 of_io the_at tale_nn1 is_vbz that_cst he_pphs1 's_vhz	<<< been_vbn stood_vvn@ >>>	down_rp_ii@ --_zz Liam_np1 that_dd1_cst is_vbz ._. David_np1 is_vbz most_rrt@ put_vvn_vv0 out_rp by_ii it_pph1 all_db_rr@ ._. It_pph1 seems_vvz that_cst Liam_np1 has_vhz	New Zealand	wlp_nz_g01.txt	A Bit of Bourg - Euro Crisis | Sexy, yet polite.	General	http://www.mastermousepatrol.com/2011/10/a-bit-of-bourg-euro-crisis/	674	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=912	1397145800	1397145801
914	1765514	is , on the whole , amazingly clean when you consider the playing styles of the two sides . I	<<< am stood >>>	with a top lad from London called Christian , who has flown in for the quarters . He 's a	is_vbz ,_, on_ii the_at whole_nn1 ,_, amazingly_rr clean_jj_vv0@ when_cs_rrq you_ppy consider_vv0 the_at playing_jj%_vvg_nn1% styles_nn2 of_io the_at two_mc sides_nn2 ._. I_ppis1	<<< am_vbm stood_vvn@ >>>	with_iw a_at1 top_jj_nn1 lad_nn1 from_ii London_np1 called_vvd@_vvn Christian_jj_nn1@ ,_, who_pnqs has_vhz flown_vvn in_rp@ for_if the_at quarters_nn2 ._. He_pphs1 's_vbz a_at1	New Zealand	wlp_nz_g01.txt	More than a game - Euro 2012	General	http://www.morethanagame.info/euro-2012.html	5340	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=913	1397436006	1397436007
915	1773805	of turning the harbourfront into yuppie central , after the plans to destory its historic integrity , and displace industry	<<< were stood >>>	down . The ideas get sillier and sillier . I do n't think we have ever been short of accomodation	of_io turning_vvg the_at harbourfront_nn1 into_ii yuppie_nn1 central_jj ,_, after_cs_ii the_at plans_nn2 to_ii destory_jj its_appge historic_jj integrity_nn1 ,_, and_cc displace_vv0_nn1 industry_nn1	<<< were_vbdr stood_vvn@ >>>	down_rp ._. The_at ideas_nn2 get_vv0 sillier_jjr and_cc sillier_jjr ._. I_ppis1 do_vd0 n't_xx think_vvi we_ppis2 have_vh0 ever_rr been_vbn short_jj_rr@ of_io accomodation_nn1	New Zealand	wlp_nz_g01.txt	$100m hotel for Dunedin waterfront | Otago Daily Times Online	General	http://www.odt.co.nz/news/dunedin/208915/100m-hotel-dunedin-waterfront	3038	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=914	1398746916	1398746917
