Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Country	Source file	Title	Type of text	Source URL	Word count	URL	Matchbegin corpus position	Matchend corpus position
1749	78092	that was really nice . Highly recommended . &lt;p&gt;  Food was nice , but service lacking &; indifferent . We	<<< were sat >>>	at a table by the roof terrace entrance so got cold drafts throughout , despite tables in the main restaurant	that_cst_dd1 was_vbdz really_rr nice_jj ._. Highly_rr recommended_vvn_vvd ._. &lt;p&gt; _null Food_nn1 was_vbdz nice_jj_rr@ ,_, but_ccb service_vv0@_nn1 lacking_vvg &;_null indifferent_jj ._. We_ppis2	<<< were_vbdr sat_vvn@ >>>	at_ii a_at1 table_nn1 by_ii the_at roof_nn1 terrace_nn1 entrance_nn1 so_rr got_vvn_vvd cold_jj drafts_nn2 throughout_rl@_ii ,_, despite_ii tables_nn2 in_ii the_at main_jj restaurant_nn1	Great Britain	wlp_gb_g12.txt	Thought it was great - Marcelo Batata, Cusco Traveller Reviews	General	http://www.tripadvisor.co.uk/ShowUserReviews-g294314-d1903717-r145021312-Marcelo_Batata-Cusco_Cusco_Region.html	206	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1748	783136978	783136979
1750	87294	really do not like what I see . I have tried every single spot remedy imaginable . Right now I	<<< am sat >>>	up in bed with sudicrem on my 5 spots . And It really helps . But it is still not	really_rr do_vd0 not_xx like_vvi what_ddq I_ppis1 see_vv0 ._. I_ppis1 have_vh0 tried_vvn every_at1 single_jj spot_nn1 remedy_vv0_nn1 imaginable_jj ._. Right_rr now_rt I_ppis1	<<< am_vbm sat_vvn@ >>>	up_rp in_ii bed_nn1 with_iw sudicrem_nn1 on_ii my_appge 5_mc spots_nn2 ._. And_cc It_pph1 really_rr helps_vvz ._. But_ccb it_pph1 is_vbz still_rr not_xx	Great Britain	wlp_gb_g12.txt	How To Get Rid Of Spots Quickly	General	http://www.tellmehowto.net/howto/get_rid_of_spots_quickly_25	42963	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1749	783346116	783346117
1751	90997	doing a series . There 's a lot of really interesting , forward thinking music around right now and I	<<< 'm sat >>>	on a lot of it . It 's time to get it &lt;h&gt;  Introduction to Scottish Family History &lt;p&gt;  As	doing_vdg a_at1 series_nn ._. There_ex 's_vbz a_at1 lot_nn1 of_io really_rr interesting_jj ,_, forward_rl_jj@ thinking_vvg_nn1 music_nn1 around_ii_rp_rg@ right_nn1_rr_jj now_rt and_cc I_ppis1	<<< 'm_vbm sat_vvn@ >>>	on_ii a_at1 lot_nn1 of_io it_pph1 ._. It_pph1 's_vbz time_nnt1 to_to get_vvi it_pph1 &lt;h&gt; _null Introduction_nn1 to_ii Scottish_jj Family_nn1 History_nn1 &lt;p&gt; _null As_csa	Great Britain	wlp_gb_g12.txt	A Bunch Of Cuts: Win Tickets! | Drum &amp; Bass Arena :: Blog	General	http://drumandbassarenablog.com/2012/08/14/a-bunch-of-cuts-win-tickets/	256	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1750	783499029	783499030
1752	91497	fuck your situation up even more than it already is . Take this for example ; one of my mates	<<< is sat >>>	in the visiting room with his wife , a screw who has had a minor grievance with him comes up	fuck_vvi your_appge situation_nn1 up_rp even_rr more_dar_rrr than_csn it_pph1 already_rr is_vbz ._. Take_vv0 this_dd1 for_rex21 example_rex22 ;_; one_mc1 of_io my_appge mates_nn2	<<< is_vbz sat_vvn@ >>>	in_ii the_at visiting_nn1 room_nn1 with_iw his_appge wife_nn1 ,_, a_at1 screw_nn1 who_pnqs has_vhz had_vhn a_at1 minor_jj grievance_nn1 with_iw him_ppho1 comes_vvz up_rp	Great Britain	wlp_gb_g12.txt	How to Make Sure Prison Life's a Stress-Free Walk in the Park | VICE	General	http://www.vice.com/en_uk/read/hmp-a-survival-guide-carl-cattermole-how-to-survive-prison-cushy	1831	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1751	783505747	783505748
1753	98899	@ @ in front of some of the pillars to broadcast the acts , which is very odd as you	<<< are sat >>>	only feet away ? ? ? At this point the staff do come around to serve drinks at your tables	@_ii @_ii in_ii31 front_ii32 of_ii33 some_dd of_io the_at pillars_nn2 to_to broadcast_vvi the_at acts_nn2 ,_, which_ddq is_vbz very_rg odd_jj as_csa you_ppy	<<< are_vbr sat_vvn@ >>>	only_jj_rr feet_nn2 away_rl ?_? ?_? ?_? At_ii this_dd1 point_nn1 the_at staff_nn do_vd0 come_vvi around_rp to_to serve_vvi drinks_nn2 at_ii your_appge tables_nn2	Great Britain	wlp_gb_g12.txt	Great hotel only a few small issues - Fiesta Hotel Cala Llonga, Cala	General	http://www.tripadvisor.co.uk/ShowUserReviews-g672815-d291507-r139335164-Fiesta_Hotel_Cala_Llonga-Cala_Llonga_Ibiza_Balearic_Islands.html	2782	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1752	783678400	783678401
1754	111092	Robinson 's show the other week . There was a weird thing . I was n't very well , I	<<< was sat >>>	on my settee with a Lemsip and Six Music was on , and I thought somebody had put the CD	Robinson_np1 's_ge show_nn1_vv0 the_at other_jj week_nnt1 ._. There_ex was_vbdz a_at1 weird_jj thing_nn1 ._. I_ppis1 was_vbdz n't_xx very_rg well_jj ,_, I_ppis1	<<< was_vbdz sat_vvn@ >>>	on_ii my_appge settee_nn1 with_iw a_at1 Lemsip_nn1 and_cc Six_mc Music_nn1 was_vbdz on_rp@ ,_, and_cc I_ppis1 thought_vvd somebody_pn1 had_vhd put_vvn the_at CD_nn1	Great Britain	wlp_gb_g12.txt	Room At The Top: Maxine Peake Interviewed - The Quietus	General	http://thequietus.com/articles/10165-maxine-peake-room-at-the-top	2699	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1753	783990921	783990922
1755	140397	it mean im being a wanker .. &lt;p&gt;  so apologies if it comes across that way .. but if we	<<< were sat >>>	in the pub i think opinions would change .. unfortunately this is not the case is it so wires will	it_pph1 mean_vvi im_nn1 being_vbg a_at1 wanker_nn1 .._... &lt;p&gt; _null so_rr apologies_nn2 if_cs it_pph1 comes_vvz across_ii that_dd1 way_nn1 .._... but_ccb if_cs we_ppis2	<<< were_vbdr sat_vvn@ >>>	in_ii the_at pub_nn1 i_zz1_mc1 think_vv0 opinions_nn2 would_vm change_vvi .._... unfortunately_rr this_dd1 is_vbz not_xx the_at case_nn1 is_vbz it_pph1 so_rr_cs@ wires_nn2_vvz@ will_vm	Great Britain	wlp_gb_g12.txt	A Cultured Left Foot - Arsenal Take A Point But Did They Make It?	General	http://www.aclfarsenal.co.uk/arsenal/arsenal-take-a-point-but-did-they-make-it/	16150	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1754	784741442	784741443
1756	145894	was straightforward . &lt;p&gt;   Did you expect to become this successful ?  Caroline then asked Zayn . Who	<<< was sat >>>	next to Harry . Who was staring at the floor . &lt;p&gt;   We did n't really expect to achieve	was_vbdz straightforward_jj ._. &lt;p&gt; _null  Did_vdd you_ppy expect_vvi to_to become_vvi this_dd1 successful_jj ?_?  Caroline_np1 then_rt asked_vvd Zayn_np1 ._. Who_pnqs	<<< was_vbdz sat_vvn@ >>>	next_ii21 to_ii22 Harry_np1 ._. Who_pnqs was_vbdz staring_vvg at_ii the_at floor_nn1 ._. &lt;p&gt; _null  We_ppis2 did_vdd n't_xx really_rr expect_vvi to_to achieve_vvi	Great Britain	wlp_gb_g12.txt	X factor 2012: One Direction on Xtra Factor and Harry Styles and	General	http://www.mirror.co.uk/3am/x-factor-2012-one-direction-1430464	672	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1755	784881967	784881968
1757	148295	, which you can see by scrolling down to the bottom of the page and clicking , the three men	<<< are sat >>>	at the mixing desk playing the original master tapes of ' Here Comes The Sun ' when they stumble upon	,_, which_ddq you_ppy can_vm see_vvi by_ii scrolling_vvg down_rp to_ii the_at bottom_nn1 of_io the_at page_nn1 and_cc clicking_vvg_nn1@_jj@ ,_, the_at three_mc men_nn2	<<< are_vbr sat_vvn@ >>>	at_ii the_at mixing_nn1 desk_nn1 playing_vvg the_at original_jj master_nn1 tapes_nn2 of_io '_@ Here_rl Comes_vvz The_at Sun_nn1 '_ge when_cs they_pphs2 stumble_vv0 upon_ii	Great Britain	wlp_gb_g12.txt	Lost George Harrison guitar solo for 'Here Comes The Sun - NME.com	General	http://www.nme.com/news/the-beatles/61714	206	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1756	784943345	784943346
1758	163099	tender age of 15 , I could see how patronising and manipulative the whole thing was . So when we	<<< were sat >>>	in the studio with him and he declared  you all have to pay 13,650 for your teacher 's day	tender_jj age_nn1 of_io 15_mc ,_, I_ppis1 could_vm see_vvi how_rgq@_rrq patronising_jj and_cc manipulative_jj the_at whole_jj thing_nn1 was_vbdz ._. So_rr when_cs_rrq we_ppis2	<<< were_vbdr sat_vvn@ >>>	in_ii the_at studio_nn1 with_iw him_ppho1 and_cc he_pphs1 declared_vvd  you_ppy all_db have_vh0 to_to pay_vvi 13,650_mc for_if your_appge teacher_nn1 's_ge day_nnt1	Great Britain	wlp_gb_g12.txt	Sometimes people will believe anything in the name of charity	General	http://www.independent.co.uk/voices/comment/sometimes-people-will-believe-anything-in-the-name-of-charity-8212007.html	642	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1757	785282585	785282586
1759	195193	@ @ @ @ spend based upon your income ( or is it turnover ) . &lt;p&gt;  From where I	<<< am sat >>>	Real Madrid would be able to spend the most , followed by United then Barca et al . No ?	@_ii @_ii @_ii @_ii spend_vvi based_vvn upon_ii your_appge income_nn1 (_( or_cc is_vbz it_pph1 turnover_nn1 )_) ._. &lt;p&gt; _null From_ii where_rrq I_ppis1	<<< am_vbm sat_vvn@ >>>	Real_jj Madrid_np1 would_vm be_vbi able_jk to_to spend_vvi the_at most_rrt@_dat ,_, followed_vvn by_ii United_jj then_rt Barca_np1 et_ra21 al_ra22 ._. No_uh ?_?	Great Britain	wlp_gb_g12.txt	the andersred blog: A look at Real Madrid's headline financial figures	General	http://andersred.blogspot.com/2011/09/look-at-real-madrids-headline-financial.html	2376	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1758	786038820	786038821
1760	203292	a while ; so I was n't in a position to sell the old car straight away ... It 's	<<< been sat >>>	on the driveway for about month . &lt;p&gt;  The old car still has a valid tax disc ( expires Jan	a_at1 while_nnt1@ ;_; so_rr_cs@ I_ppis1 was_vbdz n't_xx in_ii a_at1 position_nn1 to_to sell_vvi the_at old_jj car_nn1 straight_rr21 away_rr22 ..._... It_pph1 's_vhz	<<< been_vbn sat_vvn@ >>>	on_ii the_at driveway_nn1 for_if about_ii month_nnt1 ._. &lt;p&gt; _null The_at old_jj car_nn1 still_rr has_vhz a_at1 valid_jj tax_nn1 disc_nn1 (_( expires_vvz Jan_npm1_np1@	Great Britain	wlp_gb_g12.txt	Selling a car that is SORN with no insurance... What's the	General	http://uk.answers.yahoo.com/question/index?qid=20121115010046AArh6tC	841	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1759	786180324	786180325
1761	207397	bone ' type reward chart with a happiness ladder . So everytime someone plays nicely without snatching , or they	<<< are sat >>>	without fidgiting then they move up the happiness ladder , when they reach the top of the ladder then they	bone_nn1 '_ge type_nn1 reward_nn1 chart_nn1 with_iw a_at1 happiness_nn1 ladder_nn1 ._. So_rr everytime_rt someone_pn1 plays_vvz nicely_rr without_iw snatching_vvg_nn1@ ,_, or_cc they_pphs2	<<< are_vbr sat_vvn@ >>>	without_iw fidgiting_vvg then_rt they_pphs2 move_vv0 up_rp the_at happiness_nn1 ladder_nn1 ,_, when_cs_rrq they_pphs2 reach_vv0 the_at top_nn1 of_io the_at ladder_nn1 then_rt they_pphs2	Great Britain	wlp_gb_g12.txt	Help - my class are really mean to each other! - PSHE - TES	General	http://community.tes.co.uk/forums/p/517762/6993367.aspx	938	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1760	786242425	786242426
1762	299798	lens to crop in tightly . &lt;h&gt;  Wait for the plane to turn &lt;p&gt;  Due to the angle you 'll	<<< be sat >>>	at , it can be hard to take photos of the ground but waiting for the plane to turn will	lens_nn1 to_to crop_vvi in_rp@_ii tightly_rr ._. &lt;h&gt; _null Wait_vv0 for_if the_at plane_nn1 to_to turn_vvi &lt;p&gt; _null Due_ii21 to_ii22 the_at angle_nn1 you_ppy 'll_vm	<<< be_vbi sat_vvn@ >>>	at_ii ,_, it_pph1 can_vm be_vbi hard_jj to_to take_vvi photos_nn2 of_io the_at ground_nn1 but_ccb waiting_vvg for_if the_at plane_nn1 to_to turn_vvi will_vm	Great Britain	wlp_gb_g12.txt	Tips On Taking Photos Out Of Plane Windows	General	http://www.ephotozine.com/article/tips-on-taking-photos-out-of-plane-windows-16674	600	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1761	788154732	788154733
1763	334495	're ever sat on a train bored out of your skull you can ring someone up and tell them you	<<< 're sat >>>	on a train bored out of your skull . If you 're ever stuck for hours in a tedious meeting	're_vbr ever_rr sat_vvn on_ii_rp@ a_at1 train_nn1 bored_vvn@_vvd@_jj out_ii21 of_ii22 your_appge skull_nn1 you_ppy can_vm ring_vvi someone_pn1 up_rp and_cc tell_vvi them_ppho2 you_ppy	<<< 're_vbr sat_vvn@ >>>	on_ii a_at1 train_nn1 bored_vvn@_vvd@_jj out_ii21 of_ii22 your_appge skull_nn1 ._. If_cs you_ppy 're_vbr ever_rr stuck_vvn_vvd for_if hours_nnt2 in_ii a_at1 tedious_jj meeting_nn1	Great Britain	wlp_gb_g12.txt	Big Brother House - diamond geezer	General	http://diamondgeezer.blogspot.com/2003_05_01_diamondgeezer_archive.html	10527	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1762	789102975	789102976
1764	334995	with a tablet with a large screen , it makes reading the maps an absolute breeze , even if you	<<< 're sat >>>	in the back of a car . &lt;p&gt;  The satellite navigation app can also be used with Android 's built-in	with_iw a_at1 tablet_nn1 with_iw a_at1 large_jj screen_nn1 ,_, it_pph1 makes_vvz reading_vvg the_at maps_nn2 an_at1 absolute_jj breeze_nn1 ,_, even_cs21 if_cs22 you_ppy	<<< 're_vbr sat_vvn@ >>>	in_ii the_at back_nn1 of_io a_at1 car_nn1 ._. &lt;p&gt; _null The_at satellite_nn1 navigation_nn1 app_nn1 can_vm also_rr be_vbi used_vvn with_iw Android_nn1 's_ge built-in_jj	Great Britain	wlp_gb_g12.txt	Handy Android tablet tips and tricks | News | TechRadar	General	http://www.techradar.com/news/mobile-computing/tablets/handy-android-tablet-tips-and-tricks-1073068	2151	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1763	789111025	789111026
1765	346697	said the last time we spoke . Had a bit of much needed time off . It was great to	<<< be sat >>>	round the house doing fuck all . Good practice for the future . Back in the States for the last	said_vvn@ the_at last_md time_nnt1 we_ppis2 spoke_vvd ._. Had_vhd a_at1 bit_nn1 of_io much_rr_da1 needed_vvn_vvd time_nnt1 off_rp ._. It_pph1 was_vbdz great_jj to_to	<<< be_vbi sat_vvn@ >>>	round_ii_rp the_at house_nn1 doing_vdg fuck_nn1 all_db_rr@ ._. Good_jj practice_nn1 for_if the_at future_nn1_jj ._. Back_nn1_rp in_ii the_at States_np1 for_if the_at last_md	Great Britain	wlp_gb_g12.txt	Noel Gallagher's Tales From The Middle Of Nowhere (Vol.2) Part	General	http://stopcryingyourheartoutnews.blogspot.com/2012/10/noel-gallaghers-tales-from-middle-of_29.html	194	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1764	789364968	789364969
1766	400795	liveblog and take a shorthand note if they were concentrating on the proceedings -- most journalists who live-tweet in court	<<< are sat >>>	there in addition to another reporter who is taking a shorthand note of the proceedings . &lt;p&gt;   That may	liveblog_vvi and_cc take_vvi a_at1 shorthand_nn1 note_nn1_vv0 if_cs_csw@ they_pphs2 were_vbdr concentrating_vvg on_ii the_at proceedings_nn2 --_zz most_dat journalists_nn2 who_pnqs live-tweet_jj in_ii court_nn1	<<< are_vbr sat_vvn@ >>>	there_rl in_ii31 addition_ii32 to_ii33 another_dd1 reporter_nn1 who_pnqs is_vbz taking_vvg a_at1 shorthand_nn1 note_nn1 of_io the_at proceedings_nn2 ._. &lt;p&gt; _null  That_dd1 may_vm	Great Britain	wlp_gb_g12.txt	Shorthand: Still an essential part of a journalist's toolkit? | Online	General	http://www.journalism.co.uk/news-features/shorthand-still-an-essential-part-of-a-journalist-s-toolkit-/s5/a549009/	1228	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1765	790772842	790772843
1767	442599	I had shortened the screen capture time to get a more detailed look at the motor commutation , but I	<<< was sat >>>	in the passenger compartment and I was n't quick enough to reach the PC and hit the STOP button ,	I_ppis1 had_vhd shortened_vvn the_at screen_nn1 capture_nn1_vv0 time_nnt1 to_to get_vvi a_at1 more_rgr detailed_jj look_nn1 at_ii the_at motor_nn1 commutation_nn1 ,_, but_ccb I_ppis1	<<< was_vbdz sat_vvn@ >>>	in_ii the_at passenger_nn1 compartment_nn1 and_cc I_ppis1 was_vbdz n't_xx quick_rr@_jj enough_rr_dd to_to reach_vvi the_at PC_nn1 and_cc hit_vvd the_at STOP_nn1_np1 button_nn1 ,_,	Great Britain	wlp_gb_g12.txt	Real-Life Diagnostics - Diagnosing poor interior temperature control	General	http://www.picoauto.com/tutorials/interior-temperature-control.html	1478	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1766	791681875	791681876
1768	451497	afterwards . We were in a stand at Copse , the first turn , and although it was covered we	<<< were sat >>>	at the end and still very exposed . &lt;p&gt;  I was back five years later for what turned out to	afterwards_rt ._. We_ppis2 were_vbdr in_ii a_at1 stand_nn1 at_ii Copse_nn1 ,_, the_at first_md turn_nn1 ,_, and_cc although_cs it_pph1 was_vbdz covered_vvn we_ppis2	<<< were_vbdr sat_vvn@ >>>	at_ii the_at end_nn1 and_cc still_rr very_rg exposed_jj ._. &lt;p&gt; _null I_ppis1 was_vbdz back_rp five_mc years_nnt2 later_rrr_jjr for_if what_ddq turned_vvd out_rp to_to	Great Britain	wlp_gb_g12.txt	Silverstone - spectators' experiences - F1 Fanatic	General	http://www.f1fanatic.co.uk/f1-information/going-to-a-race/silverstone-great-britain/	2018	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1767	791896770	791896771
1769	451497	@ @ @ @ @ @ @ @ @ than anything that went on during the F1 race . I	<<< was sat >>>	at the end of the Hangar straight and saw loads of good racing during the GP2 race . This was	@_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii than_csn anything_pn1 that_cst went_vvd on_rp@ during_ii the_at F1_fo race_nn1 ._. I_ppis1	<<< was_vbdz sat_vvn@ >>>	at_ii the_at end_nn1 of_io the_at Hangar_nn1 straight_rr_jj and_cc saw_vvd_nn1@ loads_nn2 of_io good_jj racing_nn1@_vvg during_ii the_at GP2_fo race_nn1 ._. This_dd1 was_vbdz	Great Britain	wlp_gb_g12.txt	Silverstone - spectators' experiences - F1 Fanatic	General	http://www.f1fanatic.co.uk/f1-information/going-to-a-race/silverstone-great-britain/	2018	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1768	791896956	791896957
1770	456492	@ @ @ @ @ @ @ @ the series VIII resolution was mentioned , I actually applauded , despite	<<< being sat >>>	on my own . I thought some scenes could 've done with a bit more music , and thought a	@_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii the_at series_nn VIII_mc resolution_nn1 was_vbdz mentioned_vvn ,_, I_ppis1 actually_rr applauded_vvd ,_, despite_ii	<<< being_vbg sat_vvn@ >>>	on_ii my_appge own_da ._. I_ppis1 thought_vvd some_dd scenes_nn2 could_vm 've_vhi done_vdn with_iw a_rr21 bit_rr22 more_dar music_nn1 ,_, and_cc thought_vvd_vvn a_at1	Great Britain	wlp_gb_g12.txt	Let's Talk About The Beginning | Ganymede &amp; Titan	General	http://www.ganymede.tv/2012/11/lets-talk-about-the-beginning/	12039	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1769	791996423	791996424
1771	458392	're speaking to Meilyr Jones . So far I have been eating Special K ( Red Berries ) and I	<<< 'm sat >>>	in pajamas watching ' Cash In The Attic ' coz that 's how I roll ! &lt;p&gt;  Your debut album	're_vbr speaking_vvg to_ii Meilyr_np1 Jones_np1 ._. So_rg far_rr I_ppis1 have_vh0 been_vbn eating_vvg Special_jj K_zz1 (_( Red_jj Berries_nn2 )_) and_cc I_ppis1	<<< 'm_vbm sat_vvn@ >>>	in_ii pajamas_nn2 watching_nn1% '_ge Cash_nn1 In_ii The_at Attic_nn1@_jj '_ge coz_nn1_vv0 that_dd1 's_vbz how_rrq I_ppis1 roll_vv0 !_! &lt;p&gt; _null Your_appge debut_nn1 album_nn1	Great Britain	wlp_gb_g12.txt	Race Horses: We've Got At Least Two Or Three Albums | Interviews	General	http://www.thisisfakediy.co.uk/articles/interviews/race-horses-weve-got-at-least-two-or-three-albums/	877	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1770	792049635	792049636
1772	482796	. It was beautiful . &lt;p&gt;  Isaac Birmingham &lt;p&gt;  One of my abiding memories of Hajj this year .... I	<<< was sat >>>	in the Haram , watching what seemed to be the mass of humanity performing the circumambulation of the Ka'ba .	._. It_pph1 was_vbdz beautiful_jj ._. &lt;p&gt; _null Isaac_np1 Birmingham_np1 &lt;p&gt; _null One_mc1 of_io my_appge abiding_jj memories_nn2 of_io Hajj_np1 this_dd1 year_nnt1 ...._... I_ppis1	<<< was_vbdz sat_vvn@ >>>	in_ii the_at Haram_nn1_np1 ,_, watching_vvg what_ddq seemed_vvd to_to be_vbi the_at mass_nn1 of_io humanity_nn1 performing_vvg the_at circumambulation_nn1 of_io the_at Ka'ba_np1_nn1@ ._.	Great Britain	wlp_gb_g12.txt	British Museum - Hajj stories	General	http://www.britishmuseum.org/whats_on/past_exhibitions/2012/hajj/hajj_stories.aspx	36137	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1771	792654519	792654520
1773	482796	performing the circumambulation of the Ka'ba . Because of the midday heat and the fact that only a madman would	<<< be sat >>>	in the sun at that time of the day , I literally had a whole set of stairs to myself	performing_vvg the_at circumambulation_nn1 of_io the_at Ka'ba_np1_nn1@ ._. Because_ii21 of_ii22 the_at midday_nnt1 heat_nn1 and_cc the_at fact_nn1 that_cst only_rr a_at1 madman_nn1 would_vm	<<< be_vbi sat_vvn@ >>>	in_ii the_at sun_nn1 at_ii that_dd1 time_nnt1 of_io the_at day_nnt1 ,_, I_ppis1 literally_rr had_vhd a_at1 whole_nn1_jj set_vvn of_io stairs_nn2 to_ii myself_ppx1	Great Britain	wlp_gb_g12.txt	British Museum - Hajj stories	General	http://www.britishmuseum.org/whats_on/past_exhibitions/2012/hajj/hajj_stories.aspx	36137	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1772	792654554	792654555
1774	492299	others do n't see a problem - like as if it 's a normal thing to do , and I	<<< 'm sat >>>	here considering spending over 100 on travelling and hotel expenses to get myself down there using a more sensible method	others_nn2 do_vd0 n't_xx see_vvi a_at1 problem_nn1 -_- like_vv0@_rr%_jj@_cs% as_cs21 if_cs22 it_pph1 's_vbz a_at1 normal_jj thing_nn1 to_to do_vdi ,_, and_cc I_ppis1	<<< 'm_vbm sat_vvn@ >>>	here_rl considering_cs_ii spending_vvg_nn1 over_rg 100_mc on_ii travelling_vvg_nn1 and_cc hotel_nn1 expenses_nn2 to_to get_vvi myself_ppx1 down_rp there_rl using_vvg a_at1 more_rgr sensible_jj method_nn1	Great Britain	wlp_gb_g12.txt	Travelling in the back of a van with no seats illegal/stupid	General	http://uk.answers.yahoo.com/question/index?qid=20100423074349AAXOFo4	479	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1773	792851355	792851356
1775	500894	the one who has to pick up the pieces ?  &lt;p&gt;  She carried on ranting . Penny and Poppy	<<< were sat >>>	in the lounge . Even though the TV volume was quite high , they could still hear snatches of the	the_at one_pn1 who_pnqs has_vhz to_to pick_vvi up_rp_ii@ the_at pieces_nn2 ?_?  &lt;p&gt; _null She_pphs1 carried_vvd on_rp ranting_vvg ._. Penny_np1 and_cc Poppy_np1	<<< were_vbdr sat_vvn@ >>>	in_ii the_at lounge_nn1 ._. Even_cs21 though_cs22 the_at TV_nn1 volume_nn1 was_vbdz quite_rg high_jj_rr@ ,_, they_pphs2 could_vm still_rr hear_vvi snatches_nn2@ of_io the_at	Great Britain	wlp_gb_g12.txt	Python Pals and the Letter Logjam by Terence Eden has a Blog	General	http://shkspr.mobi/blog/2012/11/python-pals-write-a-worry/	2103	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1774	793048657	793048658
1776	505796	 Christopher C. Burt ( no relation to Stephen ) Weather Historian , Wunderground , Inc. and author &lt;p&gt;  I	<<< am sat >>>	here wondering if the UK government gives a damn about tourism , or , do they even want the electorate	 Christopher_np1 C._np1 Burt_np1 (_( no_at relation_nn1 to_ii Stephen_np1 )_) Weather_nn1_vv0@ Historian_nn1 ,_, Wunderground_np1_vv0_nn1 ,_, Inc._jj and_cc author_nn1 &lt;p&gt; _null I_ppis1	<<< am_vbm sat_vvn@ >>>	here_rl wondering_vvg if_csw@_cs the_at UK_np1 government_nn1 gives_vvz a_at1 damn_jj_nn1@ about_ii tourism_nn1 ,_, or_cc ,_, do_vd0 they_pphs2 even_rr want_vvi the_at electorate_nn1	Great Britain	wlp_gb_g12.txt	Air Passenger Duty to increase in April 2012	General	http://www.travel-rants.com/2011/11/30/air-passenger-duty/	1467	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1775	793142187	793142188
1777	535894	wait for the right job to be posted through your door , and do n't take a job where you	<<< 're sat >>>	around negative people - they ( and you at the moment ) are the losers in life . &lt;p&gt;  Do	wait_vvi for_if the_at right_jj_nn1 job_nn1 to_to be_vbi posted_vvn through_ii your_appge door_nn1 ,_, and_cc do_vd0 n't_xx take_vvi a_at1 job_nn1 where_cs_rrq you_ppy	<<< 're_vbr sat_vvn@ >>>	around_ii_rp_rg@ negative_jj people_nn -_- they_pphs2 (_( and_cc you_ppy at_ii the_at moment_nn1 )_) are_vbr the_at losers_nn2 in_ii life_nn1 ._. &lt;p&gt; _null Do_vd0	Great Britain	wlp_gb_g12.txt	Psychologists find gene that helps you look on the bright side of life	General	http://www.guardian.co.uk/science/2009/feb/25/optimism-brightside-gene-mental-health	2067	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1776	793710206	793710207
