Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
137	SDAB	do n't think he does darling how do you know that ? but he might be sitting at he might	be sitting	or going turn the DVD on Barbie Barbie playing in the sky la la la la la thank you and	do_VD0 n't_XX think_VVI he_PPHS1 does_VDZ darling_NN1 how_RRQ do_VD0 you_PPY know_VVI that_DD1 ?_YQUE but_CCB he_PPHS1 might_VM be_VBI sitting_VVG at_II he_PPHS1 might_VM	be_VBI sitting_VVG	or_CC going_VVG turn_VV0 the_AT DVD_NP1 on_II Barbie_NP1 Barbie_NP1 playing_VVG in_II the_AT sky_NN1 la_FU la_FU la_FU la_FU la_FU thank_VV0 you_PPY and_CC	Chinese New Year, hobbies	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0653 S0654 S0655	3	2016-02-08	0:36:00	Home kitchen, Comberton	2016 Q1	2016	Close family, partners, very close friends	Chinese New Year, drawing dragons, planets, Chinese food, school, piano playing, drum lessons, aerial hoop classes, Barbie and the Great Adventure	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=136	4503453	4503454
138	SDJA	like look around three sixty at like random shit and I did this one where it 's like and you	're stood	in the middle of a lake and then there 's this train goes by and then the train comes and	like_RR look_VVI around_RG three_MC sixty_MC at_II like_RR random_JJ shit_NN1 and_CC I_PPIS1 did_VDD this_DD1 one_PN1 where_RRQ it_PPH1 's_VBZ like_RR and_CC you_PPY	're_VBR stood_VVN	in_II the_AT middle_NN1 of_IO a_AT1 lake_NN1 and_CC then_RT there_EX 's_VBZ this_DD1 train_NN1 goes_VVZ by_II and_CC then_RT the_AT train_NN1 comes_VVZ and_CC	3 friends reunite in Paris and stay up late talking 	Discussing, explaining, inquiring, announcing, anecdote telling	Revised	Texts within Sample release	S0326 S0328 S0330 S0383	4	2015-03-27	1:34:19	Speakers' home	2015 Q1	2015	Friends, wider family circle	being struck by lightning, tasers, virtual reality headsets, babies, doctors, scratch cards, Kanye West, Myspace, animals, accents, America, internet, work	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=137	4600024	4600025
139	SDQG	ta be somewhere at four you know that ? I know well I kept asking you to leave no you	were sitting	there doing stuff I was ready before you is it ? days what 's happening with the lights ? can	ta_AT1 be_VBI somewhere_RL at_II four_MC you_PPY know_VV0 that_DD1 ?_YQUE I_PPIS1 know_VV0 well_RR I_PPIS1 kept_VVD asking_VVG you_PPY to_TO leave_VVI no_UH you_PPY	were_VBDR sitting_VVG	there_RL doing_NN1 stuff_NN1 I_PPIS1 was_VBDZ ready_JJ before_CS you_PPY is_VBZ it_PPH1 ?_YQUE days_NNT2 what_DDQ 's_VBZ happening_VVG with_IW the_AT lights_NN2 ?_YQUE can_VM	Mother and son talking in the car while doing an errand 	discussing, explaining, inquiring, announcing, anecdote telling	Revised	Texts not in Sample release	S0326 S0329	2	2015-07-08	1:01:48	In the car driving to North London from East London	2015 Q3	2015	Close family, partners, very close friends	Cars, family, TLS, digital Vs print, traffic, road rage, work, France, presents, driving	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=138	4652286	4652287
140	SDQG	wants it to be cheaper than a cab so he 's got ta drive home really fast imagine if you	were sitting	in a traffic jam it 'd cost you thirty P a minute drive people mental that 'll be well good	wants_VVZ it_PPH1 to_TO be_VBI cheaper_JJR than_CSN a_AT1 cab_NN1 so_CS he_PPHS1 's_VHZ got_VVN ta_TO drive_VVI home_RL really_RR fast_RR imagine_VV0 if_CS you_PPY	were_VBDR sitting_VVG	in_II a_AT1 traffic_NN1 jam_VV0 it_PPH1 'd_VM cost_VVI you_PPY thirty_MC P_ZZ1 a_AT1 minute_NNT1 drive_NN1 people_NN mental_JJ that_DD1 'll_VM be_VBI well_RR good_JJ	Mother and son talking in the car while doing an errand 	discussing, explaining, inquiring, announcing, anecdote telling	Revised	Texts not in Sample release	S0326 S0329	2	2015-07-08	1:01:48	In the car driving to North London from East London	2015 Q3	2015	Close family, partners, very close friends	Cars, family, TLS, digital Vs print, traffic, road rage, work, France, presents, driving	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=139	4655118	4655119
141	SDXW	--UNCLEARWORD if I run the wires the wires to the back of the church yeah or just to where I	'm sitting	will be fine yeah where I normally sit to that pew yeah and then how do the wires fit in	--UNCLEARWORD_FU if_CS I_PPIS1 run_VV0 the_AT wires_NN2 the_AT wires_NN2 to_II the_AT back_NN1 of_IO the_AT church_NN1 yeah_UH or_CC just_RR to_II where_RRQ I_PPIS1	'm_VBM sitting_VVG	will_VM be_VBI fine_JJ yeah_UH where_RRQ I_PPIS1 normally_RR sit_VV0 to_II that_DD1 pew_NN1 yeah_UH and_CC then_RT how_RRQ do_VD0 the_AT wires_NN2 fit_VVI in_II	no info	Discussing, advising	Revised	Texts within Sample release	S0012 S0013 S0278	3	2014-10-16	1:21:42	Speakers' home	2014 Q4	2014	Close family, partners, very close friends	no info	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=140	4713870	4713871
142	SDXW	you ? oh what have I got ? I I I put in a bit of coaxial --UNCLEARWORD your aerial	's sitting	on the top no it 's not yeah that 's one of em that 's one of em but I	you_PPY ?_YQUE oh_UH what_DDQ have_VH0 I_PPIS1 got_VVN ?_YQUE I_PPIS1 I_PPIS1 I_PPIS1 put_VV0 in_II a_AT1 bit_NN1 of_IO coaxial_JJ --UNCLEARWORD_FU your_APPGE aerial_NN1	's_VBZ sitting_VVG	on_II the_AT top_NN1 no_UH it_PPH1 's_VBZ not_XX yeah_UH that_DD1 's_VBZ one_MC1 of_IO em_PPHO2 that_DD1 's_VBZ one_MC1 of_IO em_PPHO2 but_CCB I_PPIS1	no info	Discussing, advising	Revised	Texts within Sample release	S0012 S0013 S0278	3	2014-10-16	1:21:42	Speakers' home	2014 Q4	2014	Close family, partners, very close friends	no info	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=141	4714468	4714469
143	SDXW	the groove off yeah had the groove off for the church if I had the groove on they 'd all	be sitting	there with their ears plugged up what what do you normally have it as cos we do n't really know	the_AT groove_NN1 off_RP yeah_UH had_VHD the_AT groove_NN1 off_RP for_IF the_AT church_NN1 if_CS I_PPIS1 had_VHD the_AT groove_NN1 on_RP they_PPHS2 'd_VM all_DB	be_VBI sitting_VVG	there_RL with_IW their_APPGE ears_NN2 plugged_VVN up_RP what_DDQ what_DDQ do_VD0 you_PPY normally_RR have_VHI it_PPH1 as_CSA cos_CS we_PPIS2 do_VD0 n't_XX really_RR know_VVI	no info	Discussing, advising	Revised	Texts within Sample release	S0012 S0013 S0278	3	2014-10-16	1:21:42	Speakers' home	2014 Q4	2014	Close family, partners, very close friends	no info	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=142	4715753	4715754
144	SDXW	at the end and he put the frame round his neck and held the two wheels out either side they	're stood	with their bikes no they were n't actually cleverly they were n't their bikes were on the railings pr- on	at_II the_AT end_NN1 and_CC he_PPHS1 put_VVD the_AT frame_NN1 round_II his_APPGE neck_NN1 and_CC held_VVD the_AT two_MC wheels_NN2 out_RP either_DD1 side_NN1 they_PPHS2	're_VBR stood_VVN	with_IW their_APPGE bikes_NN2 no_UH they_PPHS2 were_VBDR n't_XX actually_RR cleverly_RR they_PPHS2 were_VBDR n't_XX their_APPGE bikes_NN2 were_VBDR on_II the_AT railings_NN2 pr-_FU on_II	no info	Discussing, advising	Revised	Texts within Sample release	S0012 S0013 S0278	3	2014-10-16	1:21:42	Speakers' home	2014 Q4	2014	Close family, partners, very close friends	no info	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=143	4723733	4723734
145	SDY6	little unhappy oh right oh li- oh fuck off well I I got back from --ANONplace and er your mother	was sitting	I thought I 've got ta get some air so I got on my bike and I went out made	little_RR22 unhappy_JJ oh_UH right_RR oh_UH li-_FU oh_UH fuck_VV0 off_RP well_RR I_PPIS1 I_PPIS1 got_VVD back_RP from_II --ANONplace_NP1 and_CC er_UH your_APPGE mother_NN1	was_VBDZ sitting_VVG	I_PPIS1 thought_VVD I_PPIS1 've_VH0 got_VVN ta_TO get_VVI some_DD air_NN1 so_RR I_PPIS1 got_VVD on_II my_APPGE bike_NN1 and_CC I_PPIS1 went_VVD out_RP made_VVD	Catch-up on the way home. 	Discussing, explaining, inquiring, complaining, inviting, anouncing, anecdote telling	Revised	Texts within Sample release	S0439 S0481	2	2015-09-12	0:30:26	car	2015 Q3	2015	Close family, partners, very close friends	Discussing the weekend. 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=144	4730994	4730995
146	SE3Y	from him or ? I mean --ANONnameM kind of erm removed himself from from the moral high ground where he	was sitting	comfortably he decided to erm I er according to --ANONnameM he 's not really shaping up as much as er	from_II him_PPHO1 or_CC ?_YQUE I_PPIS1 mean_VV0 --ANONnameM_NP1 kind_NN1 of_IO erm_UH removed_VVN himself_PPX1 from_II from_II the_AT moral_JJ high_JJ ground_NN1 where_RRQ he_PPHS1	was_VBDZ sitting_VVG	comfortably_RR he_PPHS1 decided_VVD to_II erm_UH I_PPIS1 er_UH according_II21 to_II22 --ANONnameM_NP1 he_PPHS1 's_VBZ not_XX really_RR shaping_VVG up_RP as_RG much_DA1 as_CSA er_UH	Seeing dad for the first time in two years	Discussing, explaining, inquiring, advising, requesting, anecdote telling, making arrangements, telling jokes	Revised	Texts within Sample release	S0192 S0227	2	2014-08-20	0:30:32	In Dad's car between homes	2014 Q3	2014	Close family, partners, very close friends	Phones, change in the area, speed cameras & licenses, work, sickness, moving to Brighton, family, trip to Tanzania, putting on weight, racism, suicide, TV, board games, Game of Thrones, remembering the recording, flights	T03	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=145	4773165	4773166
147	SE4X	've ever met in my life we that 's a child 's name begin with C yeah and he would	be sat	on his bed and not fold any of his clothes and we 'd throw clothes at him and the pile	've_VH0 ever_RR met_VVN in_II my_APPGE life_NN1 we_PPIS2 that_DD1 's_VBZ a_AT1 child_NN1 's_GE name_NN1 begin_VV0 with_IW C_ZZ1 yeah_UH and_CC he_PPHS1 would_VM	be_VBI sat_VVN	on_II his_APPGE bed_NN1 and_CC not_XX fold_VV0 any_DD of_IO his_APPGE clothes_NN2 and_CC we_PPIS2 'd_VM throw_VVI clothes_NN2 at_II him_PPHO1 and_CC the_AT pile_NN1	Family messing about and telling stories about the USA	Discussing, explaining, inquiring, Complaining, advising, anecdote telling	Revised	Texts not in Sample release	S0282 S0283 S0285 S0286 S0287	5	2014-08-19	1:00:01	Speakers' home	2014 Q3	2014	Close family, partners, very close friends	Putting together a mousetrap game, working abroad, American children	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=146	4780958	4780959
148	SE4X	to see each other erm I remember coming back and it --ANONnameM and --ANONnameM 's the other one and --ANONnameM	was sat	there reading something and --ANONnameM was trying to play catch with him I do n't think he caught a single	to_TO see_VVI each_PPX221 other_PPX222 erm_UH I_PPIS1 remember_VV0 coming_VVG back_RP and_CC it_PPH1 --ANONnameM_NP1 and_CC --ANONnameM_NP1 's_VBZ the_AT other_JJ one_PN1 and_CC --ANONnameM_NP1	was_VBDZ sat_VVN	there_RL reading_VVG something_PN1 and_CC --ANONnameM_NP1 was_VBDZ trying_VVG to_TO play_VVI catch_NN1 with_IW him_PPHO1 I_PPIS1 do_VD0 n't_XX think_VVI he_PPHS1 caught_VVD a_AT1 single_JJ	Family messing about and telling stories about the USA	Discussing, explaining, inquiring, Complaining, advising, anecdote telling	Revised	Texts not in Sample release	S0282 S0283 S0285 S0286 S0287	5	2014-08-19	1:00:01	Speakers' home	2014 Q3	2014	Close family, partners, very close friends	Putting together a mousetrap game, working abroad, American children	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=147	4781194	4781195
149	SE4X	sort of like I do n't know forty fifty eleven-year-olds who went bowling together and I I just sat he	was sat	there on one of the little seats and he came and he runs over to me and he goes no	sort_RR21 of_RR22 like_RR I_PPIS1 do_VD0 n't_XX know_VVI forty_MC fifty_MC eleven-year-olds_NN2 who_PNQS went_VVD bowling_VVG together_RL and_CC I_PPIS1 I_PPIS1 just_RR sat_VVD he_PPHS1	was_VBDZ sat_VVN	there_RL on_II one_MC1 of_IO the_AT little_JJ seats_NN2 and_CC he_PPHS1 came_VVD and_CC he_PPHS1 runs_VVZ over_RP to_II me_PPIO1 and_CC he_PPHS1 goes_VVZ no_UH	Family messing about and telling stories about the USA	Discussing, explaining, inquiring, Complaining, advising, anecdote telling	Revised	Texts not in Sample release	S0282 S0283 S0285 S0286 S0287	5	2014-08-19	1:00:01	Speakers' home	2014 Q3	2014	Close family, partners, very close friends	Putting together a mousetrap game, working abroad, American children	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=148	4781841	4781842
150	SE4X	it and it maybe goes about three foot before it goes into the gutter oh in the gutter and he	's standing	there hoping he 's watching it go down the gutter and oh no and I 'm thinking like oh what	it_PPH1 and_CC it_PPH1 maybe_RR goes_VVZ about_RG three_MC foot_NN1 before_CS it_PPH1 goes_VVZ into_II the_AT gutter_NN1 oh_UH in_II the_AT gutter_NN1 and_CC he_PPHS1	's_VBZ standing_VVG	there_RL hoping_VVG he_PPHS1 's_VBZ watching_VVG it_PPH1 go_VV0 down_RP the_AT gutter_NN1 and_CC oh_UH no_UH and_CC I_PPIS1 'm_VBM thinking_VVG like_RR oh_UH what_DDQ	Family messing about and telling stories about the USA	Discussing, explaining, inquiring, Complaining, advising, anecdote telling	Revised	Texts not in Sample release	S0282 S0283 S0285 S0286 S0287	5	2014-08-19	1:00:01	Speakers' home	2014 Q3	2014	Close family, partners, very close friends	Putting together a mousetrap game, working abroad, American children	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=149	4781965	4781966
151	SE4X	er let 's ask --ANONnameM a question then yeah he 's not said anything on there yeah he 's just	been sitting	there playing with his Mouse Trap I have n't I 've er yeah --UNCLEARWORD Mouse Trap getting angry and s-	er_UH let_VM21 's_VM22 ask_VVI --ANONnameM_NP1 a_AT1 question_NN1 then_RT yeah_UH he_PPHS1 's_VBZ not_XX said_VVN anything_PN1 on_II there_RL yeah_UH he_PPHS1 's_VHZ just_RR	been_VBN sitting_VVG	there_RL playing_VVG with_IW his_APPGE Mouse_NN1 Trap_NN1 I_PPIS1 have_VH0 n't_XX I_PPIS1 've_VH0 er_UH yeah_UH --UNCLEARWORD_FU Mouse_NN1 Trap_NN1 getting_VVG angry_JJ and_CC s-_FU	Family messing about and telling stories about the USA	Discussing, explaining, inquiring, Complaining, advising, anecdote telling	Revised	Texts not in Sample release	S0282 S0283 S0285 S0286 S0287	5	2014-08-19	1:00:01	Speakers' home	2014 Q3	2014	Close family, partners, very close friends	Putting together a mousetrap game, working abroad, American children	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=150	4786425	4786426
152	SE68	feel cold I 'm very --UNCLEARWORD cos I suppose that 's yeah that 's the point yes mind you we	are sitting	still mm phew twenty-four degrees what other technological changes are there gon na be in your between now and your	feel_VVI cold_JJ I_PPIS1 'm_VBM very_RG --UNCLEARWORD_FU cos_CS I_PPIS1 suppose_VV0 that_DD1 's_VBZ yeah_UH that_DD1 's_VBZ the_AT point_NN1 yes_UH mind_VV0 you_PPY we_PPIS2	are_VBR sitting_VVG	still_JJ mm_UH phew_UH twenty-four_MC degrees_NN2 what_DDQ other_JJ technological_JJ changes_NN2 are_VBR there_RL gon_VVGK na_TO be_VBI in_II your_APPGE between_II now_RT and_CC your_APPGE	Family chats	Discussing, explaining, inquiring, anecdote telling, telling jokes	Revised	Texts not in Sample release	S0104 S0108 S0110 S0167 S0186 S0358	6	2015-02-08	0:58:47	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	Holidays, family, dinner, the old days, cars, Germany, languages and accents, family	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=151	4806143	4806144
153	SE68	happens that they have n't planned for they completely they go woo they go all ditsy and useless until they	're sat	down and worked out what to do next yeah they like yes it 's a ver- they like pla- order	happens_VVZ that_CST they_PPHS2 have_VH0 n't_XX planned_VVN for_CS they_PPHS2 completely_RR they_PPHS2 go_VV0 woo_VV0 they_PPHS2 go_VV0 all_DB ditsy_JJ and_CC useless_JJ until_CS they_PPHS2	're_VBR sat_VVN	down_RP and_CC worked_VVD out_RP what_DDQ to_TO do_VDI next_MD yeah_UH they_PPHS2 like_VV0 yes_UH it_PPH1 's_VBZ a_AT1 ver-_FU they_PPHS2 like_RR pla-_FU order_NN1	Family chats	Discussing, explaining, inquiring, anecdote telling, telling jokes	Revised	Texts not in Sample release	S0104 S0108 S0110 S0167 S0186 S0358	6	2015-02-08	0:58:47	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	Holidays, family, dinner, the old days, cars, Germany, languages and accents, family	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=152	4808383	4808384
154	SECU	my phone I 'll talk to you alright then yes I agree you 're right --ANONnameM but also if I	'm sitting	there I 'm just bored you know ? oh I 'm frightfully sorry that you 're bored and now it	my_APPGE phone_NN1 I_PPIS1 'll_VM talk_VVI to_II you_PPY alright_RR then_RT yes_UH I_PPIS1 agree_VV0 you_PPY 're_VBR right_JJ --ANONnameM_NP1 but_CCB also_RR if_CS I_PPIS1	'm_VBM sitting_VVG	there_RL I_PPIS1 'm_VBM just_RR bored_JJ you_PPY know_VV0 ?_YQUE oh_UH I_PPIS1 'm_VBM frightfully_RR sorry_JJ that_CST you_PPY 're_VBR bored_JJ and_CC now_RT it_PPH1	Mother and son talking over dinner at home	Discussing, explaining, inquiring, announcing, anecdote telling	Revised	Texts within Sample release	S0326 S0329	2	2015-03-22	0:43:04	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	fried chicken, a break in Mersea Island, Essex, sea food, fishing, family, gyms exercise, washing 	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=153	4865003	4865004
155	SEJT	's the sort of thing he liked I mean you know I think it was up --UNCLEARWORD one day we	were sitting	the three of us --UNCLEARWORD yeah yeah I know one of the best films set British films in the Second	's_VBZ the_AT sort_NN1 of_IO thing_NN1 he_PPHS1 liked_VVD I_PPIS1 mean_VV0 you_PPY know_VV0 I_PPIS1 think_VV0 it_PPH1 was_VBDZ up_RP --UNCLEARWORD_FU one_MC1 day_NNT1 we_PPIS2	were_VBDR sitting_VVG	the_AT three_MC of_IO us_PPIO2 --UNCLEARWORD_FU yeah_UH yeah_UH I_PPIS1 know_VV0 one_MC1 of_IO the_AT best_JJT films_NN2 set_VVN British_JJ films_NN2 in_II the_AT Second_MD	A father, daughter and son-in-law having an evening meal together. 	Discussing, explaining, inquiring, advising, requesting, anecdote telling	Revised	Texts not in Sample release	S0261 S0262 S0301	3	2014-10-15	1:01:00	At ANON's home in Harston, Cambridgeshire. 	2014 Q4	2014	Close family, partners, very close friends	A friend of ANON's birthday arrangements and birthday present, fire arms licence and rifle shooting practice, discussion of a recent film called ’71, discussion of the actual historic events of Northern Irish situation in 1971; discussion of how to organise an event for entrepreneurs; giving a birthday present to ANON;  discussed which film to watch for the evening; discussion of a book by Flora Tristan. 	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=154	4950958	4950959
